source,id,issue,solution
GH Issue,w-okada/voice-changer-1153,"Using insecure (default) deployment configurations, Exposed system details and information in APIs, Deployment misconfigurations","Implementation of Secure Default Configurations, Secure Communication Protocol Usage, Modify configurations for enhanced security, Secure Deployment Strategies"
GH Issue,derrian-distro/LoRA_Easy_Training_Scripts-237,"Risk of malicious codes in dependencies/plugins, Use of untrusted dependency sources, , ","User Consent and Warning Mechanisms, , Dependency Source Vetting and Control"
GH Issue,gradio-app/gradio-8301,"System/software arbitrary code execution, Exposed system details and information in APIs, ","Input Validation and Sanitization, Secure Code Execution Implementation"
GH Issue,gradio-app/gradio-9229,"Unauthorized data collection during usage, Data leakages during model training/inference/usage, Exposed system details and information in APIs, Risk of malicious codes in dependencies/plugins","Implementation of Data Anonymization, Component Removal/Replacement"
GH Issue,danswer-ai/danswer-2444,"Using insecure (default) deployment configurations, Deployment misconfigurations, Exposed system details and information in APIs, Data leakages during model training/inference/usage, Improper authentication and authorization","Modify configurations for enhanced security, "
GH Issue,MervinPraison/PraisonAI-335,"Deployment misconfigurations, Data tampering during deployments, Software Dependencies Compatibility Issues","Implementation of Secure Default Configurations, Secure Deployment Strategies, Modify configurations for enhanced security, "
GH Issue,facebookresearch/faiss-1608,"Unsafe memory usage, Software Dependencies Compatibility Issues,",
GH Issue,outlines-dev/outlines-659,"System resource exhaustions, Software Dependencies Compatibility Issues, Failure of Model Generation Control Parameters",
GH Issue,tensorflow/models-10325,"Insecure communication due to missing certificates or protocols, Use of untrusted dependency sources, Risk of malicious codes in dependencies/plugins, , Deployment misconfigurations","Secure Communication Protocol Usage, Dependency Source Vetting and Control, Modify configurations for enhanced security"
GH Issue,pandas-dev/pandas-29095,"System/software arbitrary code execution, Data leakages during model training/inference/usage, Using insecure (default) deployment configurations, Security risk from deficient data quality, ,  ","Implementation of Secure Default Configurations, Input Validation and Sanitization, User Consent and Warning Mechanisms, "
GH Issue,TheOpenSI/cognitive_AI_experiments-9,"Unsafe OS command execution and environment variable handling, System/software arbitrary code execution","Input Validation and Sanitization, Secure Code Execution Implementation, Secure Deployment Strategies"
GH Issue,langchain-ai/langchain-6003,"Model input manipulations and evasions, System/software arbitrary code execution, System resource exhaustions","Input Validation and Sanitization, Secure Code Execution Implementation, Memory Safety & Resource Management Techniques"
GH Issue,pytorch/pytorch-89189,"Unsafe OS command execution and environment variable handling, System/software arbitrary code execution","Secure Code Execution Implementation, Input Validation and Sanitization"
GH Issue,langchain-ai/langchain-6228,"Model input manipulations and evasions, Exposed system details and information in APIs, Data leakages during model training/inference/usage, System/software Request Forgery","Input Validation and Sanitization, User Consent and Warning Mechanisms"
GH Issue,mlperf/inference-1920,"Unsafe OS command execution and environment variable handling, System/software arbitrary code execution","Secure Code Execution Implementation, Input Validation and Sanitization"
GH Issue,infiniflow/ragflow-1498,"System/software arbitrary code execution, System/software Cross-Site Scripting ",Input Validation and Sanitization
GH Issue,mlperf/inference-1936,"Unsafe OS command execution and environment variable handling, System/software arbitrary code execution","Secure Code Execution Implementation, Input Validation and Sanitization"
GH Issue,gradio-app/gradio-9996,System/software arbitrary code execution,Input Validation and Sanitization
GH Issue,tensorflow/models-10650,"Unsafe OS command execution and environment variable handling, System/software arbitrary code execution",Secure Code Execution Implementation
GH Issue,huggingface/transformers-18801,"System/software arbitrary code execution, System/Software unsafe deserialization, Use of untrusted dependency sources, ",", Secure Code Execution Implementation, User Consent and Warning Mechanisms"
GH Issue,tensorflow/models-9350,"Insecure communication due to missing certificates or protocols, Deployment misconfigurations, ","Secure Deployment Strategies, Secure Communication Protocol Usage, Modify configurations for enhanced security"
GH Issue,ollama/ollama-1063,"Insecure communication due to missing certificates or protocols, Deployment misconfigurations,","Secure Communication Protocol Usage, Modify configurations for enhanced security"
GH Issue,descriptinc/descript-audio-codec-53,"System/Software unsafe deserialization, System/software arbitrary code execution, Risk of malicious codes in dependencies/plugins, Use of untrusted dependency sources","Secure Model Format Adoption, Secure Deserialization Practices, "
GH Issue,invoke-ai/InvokeAI-973,"Insecure communication due to missing certificates or protocols, Deployment misconfigurations, Software Dependencies Compatibility Issues",
GH Issue,huggingface/transformers-27776,"System/Software unsafe deserialization, System/software arbitrary code execution, Risk of malicious codes in dependencies/plugins","Secure Deserialization Practices, Secure Code Execution Implementation, Implementation of Secure Default Configurations, User Consent and Warning Mechanisms"
GH Issue,meta-llama/PurpleLlama-35,Limited capabilities of security tools,
GH Issue,scikit-learn/scikit-learn-28312,,"Adoption/Enhancment of Security Scanning & Testing Tools, Adoption of vulnerability disclosure and reporting process"
GH Issue,comfyanonymous/ComfyUI_bitsandbytes_NF4-48,"Limited capabilities of security tools, , ",
GH Issue,TimDettmers/bitsandbytes-1110,"Use of untrusted dependency sources, Risk of malicious codes in dependencies/plugins,","Dependency Source Vetting and Control, "
GH Issue,sgl-project/sglang-230,Improper authentication and authorization,Implementation of Authentication Mechanisms
GH Issue,oobabooga/text-generation-webui-2927,Environmental Compatibility Issues,
GH Issue,PaddlePaddle/PaddleNLP-7983,"System/software arbitrary code execution,  Risk of malicious codes in dependencies/plugins, Use of untrusted dependency sources, ",
GH Issue,huggingface/transformers-22944,"Using insecure (default) deployment configurations, Risk of malicious codes in dependencies/plugins, Unauthorized data collection during usage, Limited capabilities of security tools",User Consent and Warning Mechanisms
GH Issue,huggingface/transformers-32904,"Outdated third-party dependency/package contains vulnerabilities, Deployment misconfigurations, System resource exhaustions, ",Component Removal/Replacement
GH Issue,InternLM/MindSearch-107,"Model input manipulations and evasions, System/software arbitrary code execution, Harmful/Undesired model output, Unsafe OS command execution and environment variable handling, ",
GH Issue,keras-team/keras-cv-2074,"Using insecure (default) deployment configurations, ","Implementation of Secure Default Configurations, Authorization & Permission Controls, "
GH Issue,RVC-Boss/GPT-SoVITS-1769,"Unsafe OS command execution and environment variable handling, System/software arbitrary code execution, Using insecure (default) deployment configurations","Secure Code Execution Implementation, Input Validation and Sanitization"
GH Issue,deepset-ai/haystack-1767,"System resource exhaustions, Deployment misconfigurations, Software Dependencies Compatibility Issues",
GH Issue,opensearch-project/neural-search-1093,"Unsafe memory usage , Software Dependencies Compatibility Issues, Deployment misconfigurations",Memory Safety & Resource Management Techniques
GH Issue,OpenDevin/OpenDevin-2692,"Deployment misconfigurations,  ","Modify configurations for enhanced security, Secure Deployment Strategies, Modify configurations for enhanced compatibility"
GH Issue,mudler/LocalAI-2102," Improper authentication and authorization,","Implementation of Authentication Mechanisms, Authorization & Permission Controls, "
GH Issue,pandas-dev/pandas-14696,"Unsafe memory usage, System resource exhaustions,",Memory Safety & Resource Management Techniques
GH Issue,gradio-app/gradio-5497,"Insecure communication due to missing certificates or protocols, Deployment misconfigurations, Software Dependencies Compatibility Issues",
GH Issue,vllm-project/vllm-8184,"System resource exhaustions, Unsafe memory usage, ",
GH Issue,tensorflow/tensorflow-43702,"System resource exhaustions, Unsafe memory usage, ",
GH Issue,triton-inference-server/client-791,"Unsafe memory usage,  , System resource exhaustions",Memory Safety & Resource Management Techniques
GH Issue,OpenDevin/OpenDevin-4480,"Platform API Availability/Error, System resource exhaustions, Limited capabilities of security tools",Memory Safety & Resource Management Techniques
GH Issue,WongKinYiu/yolov7-1920,"System/Software unsafe deserialization, System/software arbitrary code execution, Security risk from deficient data quality,","Secure Deserialization Practices, Secure Code Execution Implementation"
GH Issue,langchain-ai/langchain-1026,"System/software arbitrary code execution, Model input manipulations and evasions, Risk of malicious codes in dependencies/plugins, Harmful/Undesired model output","Secure Code Execution Implementation, Input Validation and Sanitization"
GH Issue,CopilotKit/CopilotKit-248,"Improper authentication and authorization, System/software arbitrary code execution, Model input manipulations and evasions, Data leakages during model training/inference/usage, Exposed system details and information in APIs, ",Implementation of Authentication Mechanisms
GH Issue,pixie-io/pixie-243,"Using insecure (default) deployment configurations, Use of untrusted dependency sources, Risk of malicious codes in dependencies/plugins, System/software arbitrary code execution, ,  ","Dependency Source Vetting and Control, "
GH Issue,pytorch/vision-8041,"Insecure communication due to missing certificates or protocols, Use of untrusted dependency sources, Risk of malicious codes in dependencies/plugins, Data tampering during deployments, ","Secure Communication Protocol Usage, Dependency Source Vetting and Control, Component Removal/Replacement"
GH Issue,huggingface/tokenizers-1458,"Model input manipulations and evasions, Flawed or insecure prompt/template design, Harmful/Undesired model output","Secure Prompt Formatting Techniques, Input Validation and Sanitization"
GH Issue,Mozilla-Ocho/llamafile-15,"System/Software unsafe deserialization, Risk of malicious codes in dependencies/plugins, System/software arbitrary code execution, Use of untrusted dependency sources, , ",", Dependency Source Vetting and Control, Secure Model Format Adoption, Adoption/Enhancment of Security Scanning & Testing Tools, Secure Deployment Strategies"
GH Issue,tensorflow/tensorflow-62334,"Model input manipulations and evasions, Security risk from deficient data quality, Harmful/Undesired model output","Input Validation and Sanitization, Implementation of Content Safety Filters/Checkers"
GH Issue,OpenDevin/OpenDevin-4853,,Implementation of Authentication Mechanisms
GH Issue,metercai/SimpleSDXL-97,"Use of untrusted dependency sources, Risk of malicious codes in dependencies/plugins, , Deployment misconfigurations","Dependency Source Vetting and Control, Secure Deployment Strategies, Modify configurations for enhanced security"
GH Issue,comfyanonymous/ComfyUI-4850,"System/software arbitrary code execution, Model input manipulations and evasions, , Using insecure (default) deployment configurations, Risk of malicious codes in dependencies/plugins,  , Improper authentication and authorization, System/software Request Forgery","Implementation of Authentication Mechanisms, Secure Code Execution Implementation, "
GH Issue,OpenCodeInterpreter/OpenCodeInterpreter-30,"Outdated third-party dependency/package contains vulnerabilities, Model input manipulations and evasions, System/software path traversal, , System/software open redirect","Dependency Version Upgrade, Input Validation and Sanitization"
GH Issue,pixie-io/pixie-356,,"Adoption/Enhancment of Security Scanning & Testing Tools, Input Validation and Sanitization, Implementation of Content Safety Filters/Checkers"
GH Issue,ltdrdata/ComfyUI-Manager-1125,"System/software path traversal, System/software arbitrary code execution, Data tampering during deployments, Using insecure (default) deployment configurations, ",
GH Issue,deepseek-ai/DeepSeek-V3-514,"System/software arbitrary code execution, Data leakages during model training/inference/usage, System/software Cross-Site Scripting ","Input Validation and Sanitization, Secure Code Execution Implementation, Dependency Source Vetting and Control"
GH Issue,rom1504/img2dataset-281,"Use of untrusted dependency sources, Risk of malicious codes in dependencies/plugins, Security risk from deficient data quality, ",
HF Discussion,TinyLlama/tinyLlama-intermediate-checkpoints-1,"System/Software unsafe deserialization, File format and loading incompatibility, System/software arbitrary code execution","Secure Deserialization Practices, Secure Code Execution Implementation"
HF Discussion,mistralai/Mistral-7B-Instruct-v0.1-91,"System resource exhaustions, Deployment misconfigurations,  , Software Dependencies Compatibility Issues","Modify configurations for enhanced security, Memory Safety & Resource Management Techniques, ,  Secure Code Execution Implementation"
HF Discussion,microsoft/Phi-3-mini-128k-instruct-onnx-9,"Deployment misconfigurations, File format and loading incompatibility,  , Platform API Availability/Error","Modify configurations for enhanced security, Secure Deployment Strategies, , "
HF Discussion,AetherArchitectural/GGUF-Quantization-Script-8,"System resource exhaustions, Software Dependencies Compatibility Issues",Dependency Version Upgrade
HF Discussion,TheBloke/OpenAssistant-SFT-7-Llama-30B-GGML-2,"Flawed or insecure prompt/template design, File format and loading incompatibility, Harmful/Undesired model output, Failure of Model Generation Control Parameters, Software Dependencies Compatibility Issues",
HF Discussion,TheBloke/Wizard-Vicuna-30B-Uncensored-GPTQ-12,"Unsafe memory usage, Environmental Compatibility Issues, Software Dependencies Compatibility Issues",Component Removal/Replacement
HF Discussion,TheBloke/Falcon-7B-Instruct-GPTQ-4,"Software Dependencies Compatibility Issues, File format and loading incompatibility,","Dependency Version Upgrade, Modify configurations for enhanced compatibility "
HF Discussion,bartowski/gemma-2-27b-it-GGUF-3,"Flawed or insecure prompt/template design, Harmful/Undesired model output, Software Dependencies Compatibility Issues, File format and loading incompatibility",Dependency Version Upgrade
HF Discussion,lmsys/vicuna-13b-v1.5-16k-1,"Flawed or insecure prompt/template design, Software Dependencies Compatibility Issues, System resource exhaustions, Outdated third-party dependency/package contains vulnerabilities,",Dependency Version Upgrade
HF Discussion,bigscience/T0pp-7,Platform API Availability/Error,Secure Deployment Strategies
HF Discussion,lmstudio-community/DeepSeek-Coder-V2-Lite-Instruct-GGUF-1,"File format and loading incompatibility, Software Dependencies Compatibility Issues, ",Dependency Version Upgrade
HF Discussion,THUDM/cogvlm-chat-hf-4,"Environmental Compatibility Issues, Deployment misconfigurations","Modify configurations for enhanced compatibility, Modify configurations for enhanced security"
HF Discussion,google/gemma-7b-12,System resource exhaustions,Modify configurations for enhanced security
HF Discussion,TheBloke/medalpaca-13B-GPTQ-1,"Deployment misconfigurations, File format and loading incompatibility, Software Dependencies Compatibility Issues, Outdated third-party dependency/package contains vulnerabilities, Environmental Compatibility Issues","Dependency Version Upgrade, Modify configurations for enhanced compatibility,  , Modify configurations for enhanced security"
HF Discussion,mistralai/Mistral-Nemo-Instruct-2407-47,"Flawed or insecure prompt/template design, Harmful/Undesired model output, Failure of Model Generation Control Parameters",Secure Prompt Formatting Techniques
HF Discussion,google/long-t5-local-large-1,"Software Dependencies Compatibility Issues, File format and loading incompatibility, Outdated third-party dependency/package contains vulnerabilities, Deployment misconfigurations",Dependency Version Upgrade
HF Discussion,Trelis/Mistral-7B-Instruct-v0.1-Summarize-64k-1,"System resource exhaustions, Deployment misconfigurations, File format and loading incompatibility, Software Dependencies Compatibility Issues, ","Modify configurations for enhanced security, , Secure Prompt Formatting Techniques,"
HF Discussion,yanolja/EEVE-Korean-Instruct-10.8B-v1.0-1,"System resource exhaustions, Environmental Compatibility Issues, Software Dependencies Compatibility Issues, ",Component Removal/Replacement
HF Discussion,meta-llama/Llama-3.2-1B-Instruct-20,"Flawed or insecure prompt/template design, Software Dependencies Compatibility Issues",
HF Discussion,mlx-community/pixtral-12b-4bit-1,Software Dependencies Compatibility Issues,"Secure Prompt Formatting Techniques, Input Validation and Sanitization"
HF Discussion,meta-llama/Meta-Llama-3-8B-Instruct-14,"Harmful/Undesired model output, ",Modify configurations for enhanced security
HF Discussion,mistralai/Mixtral-8x7B-v0.1-25,"System resource exhaustions, Environmental Compatibility Issues","Memory Safety & Resource Management Techniques, "
HF Discussion,openGPT-X/Teuken-7B-instruct-research-v0.4-5,"Flawed or insecure prompt/template design, Deployment misconfigurations, Using insecure (default) deployment configurations, Software Dependencies Compatibility Issues","Secure Prompt Formatting Techniques, Modify configurations for enhanced security"
HF Discussion,bigscience/bloom-70,Platform API Availability/Error,
HF Discussion,amazon/FalconLite2-1,"File format and loading incompatibility, System/Software unsafe deserialization,  , Deployment misconfigurations","Secure Code Execution Implementation, , Modify configurations for enhanced security, Dependency Version Upgrade"
HF Discussion,THUDM/glm-4-9b-chat-1m-hf-1,"Harmful/Undesired model output, Software Dependencies Compatibility Issues",
HF Discussion,TheBloke/Llama-2-7B-Chat-GPTQ-27,"System resource exhaustions, Deployment misconfigurations,  ","Secure Deployment Strategies, , Use of Dependency Management Tools"
HF Discussion,microsoft/maira-2-6,Software Dependencies Compatibility Issues,Dependency Version Upgrade
HF Discussion,turkish-nlp-suite/tr_core_news_trf-2,"System resource exhaustions, Outdated third-party dependency/package contains vulnerabilities",
HF Discussion,mistralai/Mixtral-8x7B-Instruct-v0.1-139,"System resource exhaustions, Deployment misconfigurations, Environmental Compatibility Issues",Memory Safety & Resource Management Techniques
HF Discussion,MaziyarPanahi/Calme-7B-Instruct-v0.9-GGUF-2,"Harmful/Undesired model output, Flawed or insecure prompt/template design, File format and loading incompatibility",
HF Discussion,google/gemma-7b-it-40,"Harmful/Undesired model output, Environmental Compatibility Issues, File format and loading incompatibility",Modify configurations for enhanced compatibility
HF Discussion,Panchovix/goliath-120b-exl2-2,"Harmful/Undesired model output, File format and loading incompatibility, Flawed or insecure prompt/template design",
HF Discussion,reeducator/vicuna-13b-free-9,"Harmful/Undesired model output, Data leakages during model training/inference/usage, Security risk from deficient data quality",
HF Discussion,Salesforce/SFR-Embedding-Mistral-14,"File format and loading incompatibility, Software Dependencies Compatibility Issues, Deployment misconfigurations",Modify configurations for enhanced security
HF Discussion,mistralai/Mixtral-8x7B-Instruct-v0.1-53,"Software Dependencies Compatibility Issues, Deployment misconfigurations, Outdated third-party dependency/package contains vulnerabilities",Dependency Version Upgrade
HF Discussion,mistralai/Mixtral-8x7B-Instruct-v0.1-191,"File format and loading incompatibility, Data tampering during deployments",
HF Discussion,joeddav/xlm-roberta-large-xnli-5,Platform API Availability/Error,
HF Discussion,TheBloke/Nous-Capybara-34B-GGUF-2,"Harmful/Undesired model output, Flawed or insecure prompt/template design, Unreliable content filtering mechanism for model output","Input Validation and Sanitization, Implementation of Content Safety Filters/Checkers"
HF Discussion,Qwen/Qwen2-7B-Instruct-15,Software Dependencies Compatibility Issues,Modify configurations for enhanced security
HF Discussion,sayakpaul/flux.1-schell-int8wo-improved-2,"System resource exhaustions, Software Dependencies Compatibility Issues, Outdated third-party dependency/package contains vulnerabilities","Memory Safety & Resource Management Techniques, Dependency Version Upgrade"
GH Issue,gradio-app/gradio-7676,"Unauthorized data collection during usage, , Exposed system details and information in APIs,  , Deployment misconfigurations",
GH Issue,facebookresearch/ParlAI-4860,Outdated third-party dependency/package contains vulnerabilities,"Dependency Version Upgrade, Component Removal/Replacement"
GH Issue,RVC-Boss/GPT-SoVITS-1767,"Unsafe OS command execution and environment variable handling, System/software arbitrary code execution, Using insecure (default) deployment configurations","Secure Code Execution Implementation, Input Validation and Sanitization"
GH Issue,invoke-ai/InvokeAI-2946,"System/Software unsafe deserialization, System/software arbitrary code execution, ","Secure Code Execution Implementation, Secure Deserialization Practices, Secure Model Format Adoption, Input Validation and Sanitization"
GH Issue,langchain-ai/langchain-24442,"Outdated third-party dependency/package contains vulnerabilities, System/software Request Forgery",
GH Issue,huggingface/transformers-28299,Unsafe OS command execution and environment variable handling,Secure Code Execution Implementation
GH Issue,keras-team/keras-tuner-929,"Using insecure (default) deployment configurations, Improper authentication and authorization, , Risk of malicious codes in dependencies/plugins, Data tampering during deployments","Authorization & Permission Controls, Secure Deployment Strategies"
GH Discussion,guillaumekln/faster-whisper-1087,System resource exhaustions,
GH Issue,facebookresearch/llama-1122,,Dependency Source Vetting and Control
HF Discussion,Salesforce/blip-image-captioning-large-30,Unauthorized data collection during usage,
HF Discussion,John6666/joy-caption-alpha-one-cli-mod-2,System/software arbitrary code execution,
